collocation,count,count_nested,length,lambda,z
that is,3,0,2,2.041072337837491,3.599649496531435
military support,1,0,2,3.288583887699313,3.5947506866270067
supported us,1,0,2,3.24883689028273,3.591776807091403
emotional support,1,0,2,5.85437281702854,3.574083060130444
greater support,1,0,2,5.85437281702854,3.574083060130444
resolute support,1,0,2,5.85437281702854,3.574083060130444
tangible support,1,0,2,5.85437281702854,3.574083060130444
unambiguous support,1,0,2,5.85437281702854,3.574083060130444
i expect,1,0,2,4.135554146817856,3.569532758593322
i had,1,0,2,4.135554146817856,3.569532758593322
i want,1,0,2,4.135554146817856,3.569532758593322
every defender,1,0,2,5.838103555394973,3.5643235058539893
every driver,1,0,2,5.838103555394973,3.5643235058539893
every irish,1,0,2,5.838103555394973,3.5643235058539893
every japanese,1,0,2,5.838103555394973,3.5643235058539893
every melitopol,1,0,2,5.838103555394973,3.5643235058539893
every nurse,1,0,2,5.838103555394973,3.5643235058539893
every piece,1,0,2,5.838103555394973,3.5643235058539893
every policeman,1,0,2,5.838103555394973,3.5643235058539893
every rescuer,1,0,2,5.838103555394973,3.5643235058539893
every sapper,1,0,2,5.838103555394973,3.5643235058539893
and everyone,7,0,2,1.4356978968072238,3.5604003771532873
ensure that,1,0,2,3.3722198691983394,3.55206903458349
politicians that,1,0,2,3.3722198691983394,3.55206903458349
provides ukraine,1,0,2,4.100354833098794,3.5395464478325955
on international,1,0,2,3.091531092508034,3.539092248230344
i also,2,0,2,2.456312402789578,3.5339730416244532
currently in,1,0,2,4.091739202159476,3.5322036752571586
demining in,1,0,2,4.091739202159476,3.5322036752571586
effectively in,1,0,2,4.091739202159476,3.5322036752571586
interest in,1,0,2,4.091739202159476,3.5322036752571586
join in,1,0,2,4.091739202159476,3.5322036752571586
pressure in,1,0,2,4.091739202159476,3.5322036752571586
solidarity in,1,0,2,4.091739202159476,3.5322036752571586
streets in,1,0,2,4.091739202159476,3.5322036752571586
union in,1,0,2,4.091739202159476,3.5322036752571586
wounded in,1,0,2,4.091739202159476,3.5322036752571586
of europe,2,0,2,3.6528529639774154,3.5310798481360006
of local,2,0,2,3.6528529639774154,3.5310798481360006
of mariupol,2,0,2,3.6528529639774154,3.5310798481360006
with the,9,0,2,1.285838254896961,3.518264817129959
artillery and,2,0,2,3.638962622435109,3.517725231103815
france and,2,0,2,3.638962622435109,3.517725231103815
political and,2,0,2,3.638962622435109,3.517725231103815
scholz and,2,0,2,3.638962622435109,3.517725231103815
türkiye and,2,0,2,3.638962622435109,3.517725231103815
occupiers and,3,0,2,2.2431310130234667,3.5168340343108873
is holding,1,0,2,3.1274178648512887,3.5135719646095174
is important,1,0,2,3.1274178648512887,3.5135719646095174
to which,2,0,2,2.915517741240933,3.5109324763395735
that choice,1,0,2,5.745596677504858,3.5087620077267916
that offer,1,0,2,5.745596677504858,3.5087620077267916
that should,1,0,2,5.745596677504858,3.5087620077267916
that spread,1,0,2,5.745596677504858,3.5087620077267916
that thanks,1,0,2,5.745596677504858,3.5087620077267916
estonia for,2,0,2,3.6286596535105486,3.5078186239947304
the new,5,0,2,1.8522858462517058,3.506529728991652
i can,1,0,2,3.6245875985871434,3.4948579989934276
i definitely,1,0,2,3.6245875985871434,3.4948579989934276
i feel,1,0,2,3.6245875985871434,3.4948579989934276
support package,1,0,2,3.090134346698166,3.4909532153512988
cities and,2,0,2,3.127992197047086,3.4896837574972506
clear and,2,0,2,3.127992197047086,3.4896837574972506
congress and,2,0,2,3.127992197047086,3.4896837574972506
journalists and,2,0,2,3.127992197047086,3.4896837574972506
nations and,2,0,2,3.127992197047086,3.4896837574972506
resilience and,2,0,2,3.127992197047086,3.4896837574972506
efforts to,3,0,2,5.278473893347251,3.4882035276812657
like to,3,0,2,5.278473893347251,3.4882035276812657
thanks to,3,0,2,5.278473893347251,3.4882035276812657
our female,3,0,2,5.266042652915565,3.4800249494844673
our grain,3,0,2,5.266042652915565,3.4800249494844673
that only,1,0,2,3.179806925008216,3.4793019661927405
that provide,1,0,2,3.179806925008216,3.4793019661927405
justin for,2,0,2,3.11768916519266,3.4782595125166997
because this,1,0,2,3.4114502556388215,3.4773228476463163
soldiers this,1,0,2,3.4114502556388215,3.4773228476463163
stop this,1,0,2,3.4114502556388215,3.4773228476463163
on such,1,0,2,3.0288711487034687,3.476278882409771
we now,1,0,2,3.038258497420186,3.4761207899207074
deprive all,1,0,2,5.6882836760367566,3.474283483256192
recognizes all,1,0,2,5.6882836760367566,3.474283483256192
people at,1,0,2,3.029694006374937,3.4726181858654286
deputies of,2,0,2,3.5916915250797112,3.4722658067841623
path of,2,0,2,3.5916915250797112,3.4722658067841623
do with,1,0,2,3.0875290651449694,3.4704765981810906
in further,1,0,2,4.0172658671061905,3.4686841263206816
in respect,1,0,2,4.0172658671061905,3.4686841263206816
in soledar,1,0,2,4.0172658671061905,3.4686841263206816
this possible,1,0,2,3.288837467371808,3.466105993772328
the security,4,0,2,2.1299613547106384,3.4641755920791715
those partners,2,0,2,2.3126687380022175,3.4561120602975834
and parliament,2,0,2,3.5720407398875498,3.45336307936028
crimes in,1,0,2,3.580772554560225,3.453207802397739
just in,1,0,2,3.580772554560225,3.453207802397739
justice in,1,0,2,3.580772554560225,3.453207802397739
terror in,1,0,2,3.580772554560225,3.453207802397739
the first,6,0,2,5.067196387979928,3.4511237616813344
our air,2,0,2,2.7278024953011317,3.446771972009609
our rescuers,2,0,2,2.7278024953011317,3.446771972009609
to note,3,0,2,5.20206375119411,3.437923259895132
needs of,2,0,2,3.0807208055502624,3.4372585217108766
the opportunity,3,0,2,3.343910266313004,3.4229440834646447
the truth,3,0,2,3.343910266313004,3.4229440834646447
is helping,1,0,2,3.0271945852649953,3.422697299758045
you value,1,0,2,5.5951321369713005,3.4181628170875222
you who’re,1,0,2,5.5951321369713005,3.4181628170875222
ensures that,1,0,2,3.1714088228587656,3.418039679149301
on will,1,0,2,2.9698910423701035,3.4163880395990858
the entire,3,0,2,2.8329344698481274,3.4161814058522286
and mr,2,0,2,3.0610698939313536,3.415458070395007
for making,2,0,2,3.524397815448312,3.4075220044156174
for today's,2,0,2,3.524397815448312,3.4075220044156174
admit that,1,0,2,5.5700056531434665,3.4030086162260496
bodies that,1,0,2,5.5700056531434665,3.4030086162260496
example that,1,0,2,5.5700056531434665,3.4030086162260496
feels that,1,0,2,5.5700056531434665,3.4030086162260496
forget that,1,0,2,5.5700056531434665,3.4030086162260496
idea that,1,0,2,5.5700056531434665,3.4030086162260496
knows that,1,0,2,5.5700056531434665,3.4030086162260496
media that,1,0,2,5.5700056531434665,3.4030086162260496
months that,1,0,2,5.5700056531434665,3.4030086162260496
organization that,1,0,2,5.5700056531434665,3.4030086162260496
proofs that,1,0,2,5.5700056531434665,3.4030086162260496
realizing that,1,0,2,5.5700056531434665,3.4030086162260496
remember that,1,0,2,5.5700056531434665,3.4030086162260496
seems that,1,0,2,5.5700056531434665,3.4030086162260496
statements that,1,0,2,5.5700056531434665,3.4030086162260496
suffering that,1,0,2,5.5700056531434665,3.4030086162260496
your president,1,0,2,2.9567139581882786,3.387694567802639
in congress,1,0,2,3.5062990402899787,3.3823241447715193
in europe,1,0,2,3.5062990402899787,3.3823241447715193
in today's,1,0,2,3.5062990402899787,3.3823241447715193
in words,1,0,2,3.5062990402899787,3.3823241447715193
your people,2,0,2,2.2611315859804324,3.3819537993329107
be with,1,0,2,2.987305746447899,3.3792919374555908
of these,2,0,2,2.805265647042855,3.379080094667283
for another,2,0,2,3.013426652459245,3.362586851263106
denmark and,2,0,2,2.791375137833297,3.3624561522759624
kingdom and,3,0,2,5.077503189685644,3.3559125196567288
this agreement,1,0,2,5.486623803026291,3.352673497117604
this battle,1,0,2,5.486623803026291,3.352673497117604
this case,1,0,2,5.486623803026291,3.352673497117604
this cause,1,0,2,5.486623803026291,3.352673497117604
this dialogue,1,0,2,5.486623803026291,3.352673497117604
this investment,1,0,2,5.486623803026291,3.352673497117604
this marathon,1,0,2,5.486623803026291,3.352673497117604
this month,1,0,2,5.486623803026291,3.352673497117604
this night,1,0,2,5.486623803026291,3.352673497117604
this onslaught,1,0,2,5.486623803026291,3.352673497117604
this potential,1,0,2,5.486623803026291,3.352673497117604
this process,1,0,2,5.486623803026291,3.352673497117604
this sincerity,1,0,2,5.486623803026291,3.352673497117604
this speed,1,0,2,5.486623803026291,3.352673497117604
this square,1,0,2,5.486623803026291,3.352673497117604
this story,1,0,2,5.486623803026291,3.352673497117604
this tyranny,1,0,2,5.486623803026291,3.352673497117604
this unification,1,0,2,5.486623803026291,3.352673497117604
this week,1,0,2,5.486623803026291,3.352673497117604
up for,2,0,2,2.781072043030769,3.3501239217210723
workers for,2,0,2,2.781072043030769,3.3501239217210723
britain for,3,0,2,5.067167713830768,3.3491052733998696
johnson for,3,0,2,5.067167713830768,3.3491052733998696
uk for,3,0,2,5.067167713830768,3.3491052733998696
who brings,2,0,2,3.460973885019479,3.346472116222732
who saves,2,0,2,3.460973885019479,3.346472116222732
ensure this,1,0,2,3.159995121011826,3.3328167280412657
support as,1,0,2,2.9155013761308632,3.3261703185793707
employees of,3,0,2,5.030085684685728,3.3246791747027085
majority of,3,0,2,5.030085684685728,3.3246791747027085
ukraine from,1,0,2,2.905511292915933,3.32439882181867
to your,4,0,2,1.740666055153802,3.319926427661442
you provide,1,0,2,3.029341087659553,3.318679120288214
much ukraine,1,0,2,3.2527749449299845,3.318065466607275
the netherlands,5,0,2,4.898310800973294,3.3146684255601917
personally grateful,1,0,2,2.9420151310550136,3.3123817074579263
am personally,1,0,2,2.9420151310550127,3.3123817074579254
address in,1,0,2,3.2441592742152237,3.309400486814182
cities in,1,0,2,3.2441592742152237,3.309400486814182
including in,1,0,2,3.2441592742152237,3.309400486814182
life in,1,0,2,3.2441592742152237,3.309400486814182
all friends,3,0,2,1.960912233517583,3.30859800149775
trains our,2,0,2,5.128329079897611,3.3069053811069806
countries of,2,0,2,2.744103452109756,3.3058632940389012
warrior of,2,0,2,2.744103452109756,3.3058632940389012
journalists who,2,0,2,2.958843578933646,3.3019869771307615
all americans,2,0,2,5.118451027129888,3.3005672492438065
all canadians,2,0,2,5.118451027129888,3.3005672492438065
all italians,2,0,2,5.118451027129888,3.3005672492438065
the humanitarian,3,0,2,2.496312037972803,3.2966230817419135
the politicians,3,0,2,2.496312037972803,3.2966230817419135
the power,3,0,2,2.496312037972803,3.2966230817419135
who helped,2,0,2,2.9500022758517694,3.2921684545932712
who holds,2,0,2,2.9500022758517694,3.2921684545932712
leadership that,1,0,2,3.0042143676170436,3.2917622093203778
made that,1,0,2,3.0042143676170436,3.2917622093203778
i will,2,0,2,2.255218157977596,3.2908477803409095
and fight,2,0,2,2.724452414027387,3.2823291034945705
and financial,2,0,2,2.724452414027387,3.2823291034945705
accomplish this,1,0,2,5.357782404981731,3.2747681158887922
break this,1,0,2,5.357782404981731,3.2747681158887922
implemented this,1,0,2,5.357782404981731,3.2747681158887922
organizing this,1,0,2,5.357782404981731,3.2747681158887922
patronize this,1,0,2,5.357782404981731,3.2747681158887922
preserved this,1,0,2,5.357782404981731,3.2747681158887922
reach this,1,0,2,5.357782404981731,3.2747681158887922
said this,1,0,2,5.357782404981731,3.2747681158887922
say this,1,0,2,5.357782404981731,3.2747681158887922
withstands this,1,0,2,5.357782404981731,3.2747681158887922
which you,1,0,2,2.8768228273378478,3.272476588507312
support from,1,0,2,2.838400513965424,3.2507699413736857
warriors of,4,0,2,1.726757520261073,3.2477008284485724
rescuers who,3,0,2,4.907862452959086,3.244141181041843
help ukraine,2,0,2,2.2197150949479196,3.2400938841753955
who understands,3,0,2,4.898997672307508,3.2382981829776365
for peace,2,0,2,2.676808855430205,3.2252515843645964
for these,2,0,2,2.676808855430205,3.2252515843645964
occupiers are,1,0,2,2.8417916556957863,3.2200669488270695
to provide,2,0,2,2.4632443292075905,3.2186577203518256
army and,2,0,2,2.5399158659831915,3.211039677902585
italy and,2,0,2,2.5399158659831915,3.211039677902585
kharkiv and,2,0,2,2.5399158659831915,3.211039677902585
strong and,2,0,2,2.5399158659831915,3.211039677902585
understanding of,3,0,2,1.984111551853621,3.200732737656668
i ask,1,0,2,5.234307340093778,3.1999791892061875
i congratulated,1,0,2,5.234307340093778,3.1999791892061875
i propose,1,0,2,5.234307340093778,3.1999791892061875
about this,1,0,2,2.9591836994025256,3.1936152688135904
how this,1,0,2,2.9591836994025256,3.1936152688135904
security this,1,0,2,2.9591836994025256,3.1936152688135904
ukraine at,1,0,2,2.7670813710125906,3.186006647379884
decided to,2,0,2,4.937985587071148,3.1847026226254598
demonstrates to,2,0,2,4.937985587071148,3.1847026226254598
due to,2,0,2,4.937985587071148,3.1847026226254598
provided to,2,0,2,4.937985587071148,3.1847026226254598
tries to,2,0,2,4.937985587071148,3.1847026226254598
visit to,2,0,2,4.937985587071148,3.1847026226254598
want to,2,0,2,4.937985587071148,3.1847026226254598
the leaders,4,0,2,1.8613967744411917,3.183637796664795
you who,10,0,2,1.0673937599264156,3.1830949467504492
granting ukraine,1,0,2,5.199108105835937,3.178638354594074
native ukraine,1,0,2,5.199108105835937,3.178638354594074
protects ukraine,1,0,2,5.199108105835937,3.178638354594074
our male,2,0,2,4.925602157118731,3.1767474786112655
our police,2,0,2,4.925602157118731,3.1767474786112655
intelligence that,1,0,2,2.8609731336911466,3.174139858888796
alone in,1,0,2,5.19049249477593,3.1734135137646846
assist in,1,0,2,5.19049249477593,3.1734135137646846
believes in,1,0,2,5.19049249477593,3.1734135137646846
broadcasting in,1,0,2,5.19049249477593,3.1734135137646846
chief in,1,0,2,5.19049249477593,3.1734135137646846
corridor in,1,0,2,5.19049249477593,3.1734135137646846
directions in,1,0,2,5.19049249477593,3.1734135137646846
employers in,1,0,2,5.19049249477593,3.1734135137646846
engage in,1,0,2,5.19049249477593,3.1734135137646846
firmness in,1,0,2,5.19049249477593,3.1734135137646846
funding in,1,0,2,5.19049249477593,3.1734135137646846
here in,1,0,2,5.19049249477593,3.1734135137646846
limited in,1,0,2,5.19049249477593,3.1734135137646846
order in,1,0,2,5.19049249477593,3.1734135137646846
part in,1,0,2,5.19049249477593,3.1734135137646846
participate in,1,0,2,5.19049249477593,3.1734135137646846
participated in,1,0,2,5.19049249477593,3.1734135137646846
participates in,1,0,2,5.19049249477593,3.1734135137646846
participating in,1,0,2,5.19049249477593,3.1734135137646846
participation in,1,0,2,5.19049249477593,3.1734135137646846
progress in,1,0,2,5.19049249477593,3.1734135137646846
spoken in,1,0,2,5.19049249477593,3.1734135137646846
spots in,1,0,2,5.19049249477593,3.1734135137646846
ties in,1,0,2,5.19049249477593,3.1734135137646846
trust in,1,0,2,5.19049249477593,3.1734135137646846
workers who,2,0,2,2.6222253995217484,3.1598279420563617
our kharkiv,2,0,2,2.359790048866748,3.1591886999494436
spoke in,1,0,2,2.9927037823143907,3.1590322339474364
victory in,1,0,2,2.9927037823143907,3.1590322339474364
on its,1,0,2,2.717878290038474,3.153091083643341
meeting of,2,0,2,2.492643885947607,3.151644557454699
power of,2,0,2,2.492643885947607,3.151644557454699
who continue,2,0,2,2.6133840325139888,3.1492276140549142
who sincerely,2,0,2,2.6133840325139888,3.1492276140549142
the leadership,3,0,2,2.2448473918757803,3.143692827114226
the weapons,3,0,2,2.2448473918757803,3.143692827114226
to iryna,2,0,2,4.861860166960039,3.1357910378394287
to join,2,0,2,4.861860166960039,3.1357910378394287
to train,2,0,2,4.861860166960039,3.1357910378394287
in asia,1,0,2,5.116019338889034,3.1282295821024775
in countering,1,0,2,5.116019338889034,3.1282295821024775
in davos,1,0,2,5.116019338889034,3.1282295821024775
in general,1,0,2,5.116019338889034,3.1282295821024775
in investigating,1,0,2,5.116019338889034,3.1282295821024775
in many,1,0,2,5.116019338889034,3.1282295821024775
in setting,1,0,2,5.116019338889034,3.1282295821024775
in times,1,0,2,5.116019338889034,3.1282295821024775
in total,1,0,2,5.116019338889034,3.1282295821024775
in vinnytsia,1,0,2,5.116019338889034,3.1282295821024775
in wartime,1,0,2,5.116019338889034,3.1282295821024775
warriors on,1,0,2,2.691144096233363,3.120482378051156
we work,1,0,2,2.691144096233363,3.120482378051156
of russian,4,0,2,1.6296493393286249,3.110332198090483
of your,4,0,2,1.6296493393286249,3.110332198090483
is not,1,0,2,2.703861713303456,3.1097896522070685
people and,5,0,2,1.454399295238197,3.106437513237419
on russian,1,0,2,2.674253454750735,3.106436720845689
on your,1,0,2,2.674253454750735,3.106436720845689
for ukrainians,3,0,2,1.916616648064894,3.092645476259057
your support,2,0,2,2.05891551229558,3.092231026575623
holds the,2,0,2,3.186346702421833,3.0818444856367475
return the,2,0,2,3.186346702421833,3.0818444856367475
in terror,1,0,2,2.918229909458434,3.081441745061316
of justice,2,0,2,2.352990982943087,3.075573829877181
with this,3,0,2,1.7303378179533366,3.066124760658966
today with,1,0,2,2.6639727179337944,3.0655031755665543
of america,2,0,2,4.7516099495058555,3.0649203470863466
of chile,2,0,2,4.7516099495058555,3.0649203470863466
made this,1,0,2,2.791988868785574,3.063491778044442
direction and,2,0,2,4.737719691760775,3.0559888543864178
line and,2,0,2,4.737719691760775,3.0559888543864178
trudeau and,2,0,2,4.737719691760775,3.0559888543864178
us all,2,0,2,2.0341183300175674,3.0496288106218286
americans for,2,0,2,4.727416785747857,3.0493636864135687
canadians for,2,0,2,4.727416785747857,3.0493636864135687
colleagues for,2,0,2,4.727416785747857,3.0493636864135687
croatia for,2,0,2,4.727416785747857,3.0493636864135687
italians for,2,0,2,4.727416785747857,3.0493636864135687
norway for,2,0,2,4.727416785747857,3.0493636864135687
respect for,2,0,2,4.727416785747857,3.0493636864135687
society for,2,0,2,4.727416785747857,3.0493636864135687
state for,3,0,2,1.8465523799351118,3.0392333916336383
have a,1,0,2,2.61241605647382,3.038493537917442
train our,1,0,2,3.513940649556977,3.0375411760866204
all caring,1,0,2,3.504108343792444,3.029093402479114
all employees,1,0,2,3.504108343792444,3.029093402479114
all levels,1,0,2,3.504108343792444,3.029093402479114
all participants,1,0,2,3.504108343792444,3.029093402479114
all repair,1,0,2,3.504108343792444,3.029093402479114
amount of,2,0,2,4.690448888461552,3.0255894490404374
aware of,2,0,2,4.690448888461552,3.0255894490404374
behalf of,2,0,2,4.690448888461552,3.0255894490404374
heads of,2,0,2,4.690448888461552,3.0255894490404374
level of,2,0,2,4.690448888461552,3.0255894490404374
participants of,2,0,2,4.690448888461552,3.0255894490404374
pilots of,2,0,2,4.690448888461552,3.0255894490404374
restoration of,2,0,2,4.690448888461552,3.0255894490404374
sake of,2,0,2,4.690448888461552,3.0255894490404374
thousands of,2,0,2,4.690448888461552,3.0255894490404374
whole of,2,0,2,4.690448888461552,3.0255894490404374
both ukraine,1,0,2,2.8005077138432126,3.024905163768034
ukrainian people,1,0,2,2.616889814823499,3.0194608859095933
army in,1,0,2,2.7918920033305605,3.0157254105277924
first in,1,0,2,2.7918920033305605,3.0157254105277924
meeting in,1,0,2,2.7918920033305605,3.0157254105277924
working in,1,0,2,2.7918920033305605,3.0157254105277924
and ammunition,2,0,2,4.670798229659444,3.0129504950023702
and andriy,2,0,2,4.670798229659444,3.0129504950023702
and emotional,2,0,2,4.670798229659444,3.0129504950023702
and kherson,2,0,2,4.670798229659444,3.0129504950023702
to you,6,0,2,1.2717104858444386,3.0072856752026125
are not,1,0,2,2.6069338911173654,3.0019921624267063
leadership of,2,0,2,2.291828031536153,2.9961149797677296
including the,2,0,2,2.6753727987030187,2.986865053054777
with his,1,0,2,2.578329838781851,2.9862613558296607
the fighters,3,0,2,2.044026456028732,2.983087538583245
the kharkiv,3,0,2,2.044026456028732,2.983087538583245
for her,2,0,2,4.623155622160916,2.9823034131467065
for standing,2,0,2,4.623155622160916,2.9823034131467065
that russia,1,0,2,2.6085611974342573,2.9758984306360072
and other,2,0,2,2.2721767404166657,2.970573673614413
and unwavering,2,0,2,2.2721767404166657,2.970573673614413
who support,8,0,2,1.1011250160813737,2.9536632769549485
europe who,2,0,2,4.56857331306676,2.9471852405331096
germans who,2,0,2,4.56857331306676,2.9471852405331096
guys who,2,0,2,4.56857331306676,2.9471852405331096
ours who,2,0,2,4.56857331306676,2.9471852405331096
person who,2,0,2,4.56857331306676,2.9471852405331096
russians who,2,0,2,4.56857331306676,2.9471852405331096
tavria who,2,0,2,4.56857331306676,2.9471852405331096
and also,3,0,2,1.7897564276724385,2.946444836705113
and president,3,0,2,1.7897564276724385,2.946444836705113
their help,1,0,2,2.526229830264559,2.9431387626419974
understand this,1,0,2,2.6487472593789017,2.9428871603582696
who demonstrate,2,0,2,4.559732137780682,2.9414961693713453
who despite,2,0,2,4.559732137780682,2.9414961693713453
who does,2,0,2,4.559732137780682,2.9414961693713453
who endures,2,0,2,4.559732137780682,2.9414961693713453
who ensured,2,0,2,4.559732137780682,2.9414961693713453
who fought,2,0,2,4.559732137780682,2.9414961693713453
who hold,2,0,2,4.559732137780682,2.9414961693713453
who keeps,2,0,2,4.559732137780682,2.9414961693713453
who perceives,2,0,2,4.559732137780682,2.9414961693713453
who perform,2,0,2,4.559732137780682,2.9414961693713453
who provides,2,0,2,4.559732137780682,2.9414961693713453
who trains,2,0,2,4.559732137780682,2.9414961693713453
who withstand,2,0,2,4.559732137780682,2.9414961693713453
the frontline,3,0,2,4.442672705131546,2.937284155386736
the streets,3,0,2,4.442672705131546,2.937284155386736
the uk,3,0,2,4.442672705131546,2.937284155386736
to defend,2,0,2,2.15280102947936,2.9372107459288923
to prime,2,0,2,2.15280102947936,2.9372107459288923
in time,1,0,2,2.7174179511058103,2.9363008464540217
are at,1,0,2,2.5401024998164488,2.933700380155655
i was,1,0,2,2.668512257019777,2.9300182438468236
of military,2,0,2,2.1857920966578894,2.9278467140109194
with ukrainian,1,0,2,2.5226200687797444,2.9278094104136696
everything to,2,0,2,2.10362223929443,2.91216629121586
for ukraine,12,0,2,0.8858348496000295,2.911177088650206
freedom and,2,0,2,2.1719013357653,2.909355582380575
for what,2,0,2,2.2245325472925748,2.908626923064156
the extremely,2,0,2,3.0056165355633997,2.907492051374606
the honor,2,0,2,3.0056165355633997,2.907492051374606
the path,2,0,2,3.0056165355633997,2.907492051374606
the relevant,2,0,2,3.0056165355633997,2.907492051374606
the rescue,2,0,2,3.0056165355633997,2.907492051374606
the temporarily,2,0,2,3.0056165355633997,2.907492051374606
export our,1,0,2,3.002972189053133,2.9009070091689537
helped our,1,0,2,3.002972189053133,2.9009070091689537
under our,1,0,2,3.002972189053133,2.9009070091689537
freedom for,2,0,2,2.161598052009002,2.895638062480607
that everything,1,0,2,2.52503935570855,2.893744354708879
that ukrainians,1,0,2,2.52503935570855,2.893744354708879
those european,1,0,2,2.4867972080656298,2.893629359032021
everyone present,1,0,2,2.831744636728197,2.892915510200184
all over,1,0,2,2.9931398424722744,2.8914702693153442
all success,1,0,2,2.9931398424722744,2.8914702693153442
ammunition to,1,0,2,3.324403991142537,2.8745636308516556
call to,1,0,2,3.324403991142537,2.8745636308516556
closer to,1,0,2,3.324403991142537,2.8745636308516556
determination to,1,0,2,3.324403991142537,2.8745636308516556
frontline to,1,0,2,3.324403991142537,2.8745636308516556
indifferent to,1,0,2,3.324403991142537,2.8745636308516556
million to,1,0,2,3.324403991142537,2.8745636308516556
wants to,1,0,2,3.324403991142537,2.8745636308516556
this personally,1,0,2,2.5409204235790073,2.870831092819602
for not,3,0,2,1.7419717794635607,2.868315545128344
our armed,1,0,2,3.3120679302506932,2.8639473340078148
our artillery,1,0,2,3.3120679302506932,2.8639473340078148
our call,1,0,2,3.3120679302506932,2.8639473340078148
our communication,1,0,2,3.3120679302506932,2.8639473340078148
our continent,1,0,2,3.3120679302506932,2.8639473340078148
our czech,1,0,2,3.3120679302506932,2.8639473340078148
our estonian,1,0,2,3.3120679302506932,2.8639473340078148
our guys,1,0,2,3.3120679302506932,2.8639473340078148
our heroic,1,0,2,3.3120679302506932,2.8639473340078148
our joint,1,0,2,3.3120679302506932,2.8639473340078148
our people’s,1,0,2,3.3120679302506932,2.8639473340078148
our proposals,1,0,2,3.3120679302506932,2.8639473340078148
our regions,1,0,2,3.3120679302506932,2.8639473340078148
our territory,1,0,2,3.3120679302506932,2.8639473340078148
and helps,6,0,2,1.2139791264250102,2.851662935458037
intelligence of,2,0,2,2.1246287668495034,2.84640463803398
leaders who,2,0,2,2.169948326283879,2.837619806923868
ukrainians who,2,0,2,2.169948326283879,2.837619806923868
holding this,1,0,2,2.523443330841106,2.831213592501828
who provide,2,0,2,2.161106831368344,2.826114598398926
all ukrainians,2,0,2,1.9813842590539412,2.825154979792582
the prime,3,0,2,1.8768221084051038,2.8244968828541133
accepted our,1,0,2,4.612695754563518,2.8220755412668255
awarding our,1,0,2,4.612695754563518,2.8220755412668255
employs our,1,0,2,4.612695754563518,2.8220755412668255
expand our,1,0,2,4.612695754563518,2.8220755412668255
means our,1,0,2,4.612695754563518,2.8220755412668255
moving our,1,0,2,4.612695754563518,2.8220755412668255
rebuild our,1,0,2,4.612695754563518,2.8220755412668255
reflects our,1,0,2,4.612695754563518,2.8220755412668255
reinforcing our,1,0,2,4.612695754563518,2.8220755412668255
replenish our,1,0,2,4.612695754563518,2.8220755412668255
share our,1,0,2,4.612695754563518,2.8220755412668255
turns our,1,0,2,4.612695754563518,2.8220755412668255
visiting our,1,0,2,4.612695754563518,2.8220755412668255
and by,2,0,2,2.1049773491563237,2.82022572672725
after the,2,0,2,2.3387522601387793,2.8195845646152504
our european,3,0,2,1.65253425166719,2.81800389710834
all business,1,0,2,4.602863489603654,2.8160840966844862
all dutch,1,0,2,4.602863489603654,2.8160840966844862
all entrepreneurs,1,0,2,4.602863489603654,2.8160840966844862
all estonians,1,0,2,4.602863489603654,2.8160840966844862
all mothers,1,0,2,4.602863489603654,2.8160840966844862
all public,1,0,2,4.602863489603654,2.8160840966844862
to become,1,0,2,3.2485607066661117,2.8092782269410312
to bring,1,0,2,3.2485607066661117,2.8092782269410312
to children,1,0,2,3.2485607066661117,2.8092782269410312
to endure,1,0,2,3.2485607066661117,2.8092782269410312
to fulfill,1,0,2,3.2485607066661117,2.8092782269410312
to go,1,0,2,3.2485607066661117,2.8092782269410312
to guarantee,1,0,2,3.2485607066661117,2.8092782269410312
to ihor,1,0,2,3.2485607066661117,2.8092782269410312
to increase,1,0,2,3.2485607066661117,2.8092782269410312
to some,1,0,2,3.2485607066661117,2.8092782269410312
to switzerland,1,0,2,3.2485607066661117,2.8092782269410312
to think,1,0,2,3.2485607066661117,2.8092782269410312
to win,1,0,2,3.2485607066661117,2.8092782269410312
that the,10,0,2,0.9496560918897212,2.807901756449759
such support,1,0,2,2.4182853597411214,2.7969055624138504
russia to,2,0,2,1.9922527606856857,2.791313146628144
the american,2,0,2,2.4946407390985232,2.7856653593559004
the common,2,0,2,2.4946407390985232,2.7856653593559004
the polish,2,0,2,2.4946407390985232,2.7856653593559004
the representatives,2,0,2,2.4946407390985232,2.7856653593559004
the supply,2,0,2,2.4946407390985232,2.7856653593559004
the people,9,0,2,1.0032236744153349,2.7740578760038024
support in,3,0,2,1.5599526135283988,2.771036381199629
supported ukraine,1,0,2,2.4900705985886455,2.7690506173712195
biden and,2,0,2,2.028655585589089,2.76890799682473
approaching the,2,0,2,4.285107249059079,2.7646997676599576
condemning the,2,0,2,4.285107249059079,2.7646997676599576
demonstrate the,2,0,2,4.285107249059079,2.7646997676599576
perceives the,2,0,2,4.285107249059079,2.7646997676599576
help and,3,0,2,1.641342071300878,2.7598554110794042
freedom in,1,0,2,2.4814548482556384,2.759592098465784
for an,2,0,2,2.0573328386303165,2.756732343120427
at all,1,0,2,2.3906240389164184,2.751892945858613
but all,1,0,2,2.3906240389164184,2.751892945858613
are friends,1,0,2,2.3627516235839625,2.748111319679614
