docname,pre,keyword,post,id,date,id_day
text551,"to single out our national guardsmen – the 3rd operational brigade of the national guard . guys who successfully destroy enemy aircraft in donetsk region . thank you ! ,",thank you,"to everyone who fights for ukraine ! thank you to everyone who helps us defend ourselves from the occupier ! , thank you to everyone who strengthens our international positions",551,2023-02-03,1
text551,"operational brigade of the national guard . guys who successfully destroy enemy aircraft in donetsk region . thank you ! , thank you to everyone who fights for ukraine !",thank you,"to everyone who helps us defend ourselves from the occupier ! , thank you to everyone who strengthens our international positions and helps get weapons for ukraine ! , today",551,2023-02-03,1
text551,"donetsk region . thank you ! , thank you to everyone who fights for ukraine ! thank you to everyone who helps us defend ourselves from the occupier ! ,",thank you,"to everyone who strengthens our international positions and helps get weapons for ukraine ! , today , i spoke with the minister of defence of poland in kyiv – he",551,2023-02-03,1
text553,". , we have no alternative but to defend ourselves and win . , i am grateful to each and everyone who is focused on strengthening the state ! ,",thank you,"to everyone who fights for ukraine ! , thank you to everyone who helps our state ! , glory to ukraine !",553,2023-02-05,1
text554,", today , i would like to commend the warriors of the 54th and 93rd separate mechanized brigades , the 15th separate battalion of the 128th mountain assault brigade .",thank you,", warriors , for your bravery and steadfastness ! for the resilience ukraine needs so much . , today at the meeting of the staff we also discussed the supply",554,2023-02-06,1
text555,"rescuers have already left for türkiye to bolster the rescue operation after the earthquakes . i hope they will be able to save as many lives as possible . ,",thank you,"to everyone who saves lives ! , thank you to everyone who fights for ukraine ! , thank you to everyone who helps . , glory to ukraine !",555,2023-02-07,1
text555,"rescue operation after the earthquakes . i hope they will be able to save as many lives as possible . , thank you to everyone who saves lives ! ,",thank you,"to everyone who fights for ukraine ! , thank you to everyone who helps . , glory to ukraine !",555,2023-02-07,1
text556,"too . it is the feeling of how bravery takes-you-through the most unimaginable hardships – to finally reward you with victory . , , ladies and gentlemen ! , i",thank you,"for your bravery . thank you very much from all of us ! this applause is for you ! , london has stood with kyiv since day one . from",556,2023-02-08,1
text556,"of how bravery takes-you-through the most unimaginable hardships – to finally reward you with victory . , , ladies and gentlemen ! , i thank you for your bravery .",thank you,"very much from all of us ! this applause is for you ! , london has stood with kyiv since day one . from the first seconds and minutes of",556,2023-02-08,1
text556,"russian assets , are based on such principles . , justice is one of the ten elements of the peace formula proposed by ukraine and supported by britain . i",thank you,"for your readiness to invoke the formula ! , as i already mentioned , ukrainian soldiers are being trained in britain . in particular , to operate "" challengers """,556,2023-02-08,1
text556,"soldiers are being trained in britain . in particular , to operate "" challengers "" , your main battle tanks . it’s a tank coalition in action , and i",thank you,", rishi , for this powerful defensive step - for tank assistance . , the coalition of long-range missiles is the latest of all . it will allow us to",556,2023-02-08,1
text556,"guarantee with words and deeds that the light side of human nature will prevail . the side you and us share . and this stands above anything else . ,",thank you,"for your attention ! thank you for your support ! , leaving the british parliament two years ago , i thanked you for delicious english tea . i will be",556,2023-02-08,1
text556,"the light side of human nature will prevail . the side you and us share . and this stands above anything else . , thank you for your attention !",thank you,"for your support ! , leaving the british parliament two years ago , i thanked you for delicious english tea . i will be leaving the parliament today thanking all",556,2023-02-08,1
text557,", dear mrs . president , dear roberta ! , i",thank you,"for these powerful words and i thank you for your personal attention , an extremely important attention for ukraine . i thank you for your integrity and energy , two",557,2023-02-09,1
text557,", dear mrs . president , dear roberta ! , i thank you for these powerful words and i",thank you,"for your personal attention , an extremely important attention for ukraine . i thank you for your integrity and energy , two qualities that we see invariably in the current",557,2023-02-09,1
text557,"president , dear roberta ! , i thank you for these powerful words and i thank you for your personal attention , an extremely important attention for ukraine . i",thank you,"for your integrity and energy , two qualities that we see invariably in the current struggle for europe and whose combination is always a prerequisite for progress . europe is",557,2023-02-09,1
text557,"defending ourselves against the most anti-european force in the modern world . we are defending ourselves . we , ukrainians , are on the battlefield with you . , i",thank you,"for the fact that we are defending ourselves together ! , and we must defend ourselves ! , and this is important not only for european countries . not only",557,2023-02-09,1
text557,"want to thank everyone in europe , in hundreds of cities and towns , who supported ukraine in this historic struggle . thank you ! , , i want to",thank you,"- everyone who has helped our people , our ordinary people , our displaced persons . those who called on their leaders to increase support for the protection of these",557,2023-02-09,1
text557,"is helping ukraine with vital supplies . weapons and ammunition . energy equipment and fuel . thousands of things that are essential to survive this all-out war . , i",thank you,", dear ladies and gentlemen of the parliament , and you personally , roberta , for consistently defending the european way of life with your decisions . for consistently defending",557,2023-02-09,1
text558,"charles ! , dear colleagues ! , ladies and gentlemen , presidents and heads of government of europe ! , i am happy to greet you all personally and to",thank you,"all personally for your support for ukraine , our people and our aspirations . the aspirations to live freely in a united europe . , i will repeat these words",558,2023-02-09,2
text558,"to your actions and decisions . , and even when there were hesitations and disputes , you still found the possibility of these joint decisions . strong decisions ! i",thank you,"for them . , i thank you for understanding that there should be no gray areas anywhere in europe . not a single part of our continent that for some",558,2023-02-09,2
text558,"and even when there were hesitations and disputes , you still found the possibility of these joint decisions . strong decisions ! i thank you for them . , i",thank you,for understanding that there should be no gray areas anywhere in europe . not a single part of our continent that for some reason is closed off from the common,558,2023-02-09,2
text558,"in danger . , the course of further european unification is a fundamental security course . , a free europe today cannot be imagined without a free ukraine . i",thank you,for the fact that we have jointly prepared ukraine's acquisition of the status of candidate for accession to the european union . i thank you for jointly preparing a positive,558,2023-02-09,2
text558,a free ukraine . i thank you for the fact that we have jointly prepared ukraine's acquisition of the status of candidate for accession to the european union . i,thank you,for jointly preparing a positive assessment of our transformation on the way to the european union . i thank you for the fact that the launch of negotiations on ukraine's,558,2023-02-09,2
text558,of candidate for accession to the european union . i thank you for jointly preparing a positive assessment of our transformation on the way to the european union . i,thank you,"for the fact that the launch of negotiations on ukraine's membership in the european union this year will become another strong pillar of our common security . , , for",558,2023-02-09,2
text558,"your economic and energy solidarity . for helping us to maintain financial and social stability in ukraine - even in such difficult conditions of a full-scale war . , i",thank you,for all the financial and energy assistance packages you have provided us . and this is also about security . not only the security of our people . it is,558,2023-02-09,2
text558,"the energy system on the continent , our markets , and our finances . for the kremlin , all this is just an opportunity to wage wars . , i",thank you,"for your determination to gradually deprive the kremlin of such aggressive capabilities . , i thank you for the sanctions packages that have already come into force . but have",558,2023-02-09,2
text558,", all this is just an opportunity to wage wars . , i thank you for your determination to gradually deprive the kremlin of such aggressive capabilities . , i",thank you,for the sanctions packages that have already come into force . but have they sufficiently limited russia's aggressive potential ? this is a path that needs to be completed .,558,2023-02-09,2
text558,"baltic states , with poland and with all the other states that are members of our modern europe . , we must guarantee security to all european countries ! ,",thank you,"for your attention ! , glory to ukraine !",558,2023-02-09,2
text560,", our team had a very good visit to great britain . then we had very good meetings in the eu and brussels with all our partners .",thank you,"very much for your support and all your words and deeds since the beginning of the full-scale invasion of russia . but we have challenges every day . , ,",560,2023-02-10,2
text560,"committee . , the international olympic committee needs honesty . honesty it has unfortunately lost . honesty that will help stop russian terror and bring peace closer . , i",thank you,"for your attention ! thank you for your support ! , let life win ! , слава україні !",560,2023-02-10,2
text560,"committee needs honesty . honesty it has unfortunately lost . honesty that will help stop russian terror and bring peace closer . , i thank you for your attention !",thank you,"for your support ! , let life win ! , слава україні !",560,2023-02-10,2
text561,"shoot down every time during heavy airstrikes are hundreds of lives saved every time and it is saved infrastructure . that which gives life to the people . , i",thank you,", air force ! and we will do everything to ensure that you have modern and efficient wings ! , historical results for ukraine are always closer than they might",561,2023-02-10,3
text562,"russia . , i would especially like to mention the fighters of the 160th odesa , 208th kherson anti-aircraft missile brigades , and the 302nd kharkiv anti-aircraft missile regiment .",thank you,"guys ! , thank you to all our soldiers for the latest results that ukraine needs in terms of resistance and repelling enemy assaults in donetsk region – near bakhmut",562,2023-02-11,1
text562,"especially like to mention the fighters of the 160th odesa , 208th kherson anti-aircraft missile brigades , and the 302nd kharkiv anti-aircraft missile regiment . thank you guys ! ,",thank you,"to all our soldiers for the latest results that ukraine needs in terms of resistance and repelling enemy assaults in donetsk region – near bakhmut , avdiyivka , and other",562,2023-02-11,1
text563,"are doing great things . , so let's stay united ! do not waste a single day or a single week ! all for the sake of ukraine ! ,",thank you,"to everyone who works for our country ! glory to each and every one who is in combat ! , glory to all those who are defending bakhmut , vuhledar",563,2023-02-12,1
text564,"ukrainian lives have been saved thanks to timely and powerful norwegian assistance . but the energy , political and other support from our norwegian friends is also important . ,",thank you,"again for all this help ! , i spoke with the president-elect of the republic of cyprus . i congratulated him on winning the election . we discussed the relations",564,2023-02-13,1
text564,airmobile brigade who are extremely steadfast in defending the luhansk region . and also the warriors of the 5th separate assault regiment who are heroically defending the donetsk region .,thank you,"all , guys ! , let's remember : every new result achieved for ukraine means a shorter time to victory . , in the evening , i signed decrees awarding",564,2023-02-13,1
text566,"enable us to prepare our next defense steps . , the 54th separate mechanized brigade named after hetman ivan mazepa , the 10th separate assault brigade "" edelweiss "" -",thank you,"guys for the effective defense of the donetsk region ! , the 25th separate airborne sicheslav brigade , the 81st separate airmobile brigade and the 95th air assault brigade -",566,2023-02-15,1
text566,"guys for the effective defense of the donetsk region ! , the 25th separate airborne sicheslav brigade , the 81st separate airmobile brigade and the 95th air assault brigade -",thank you,"guys for defending the luhansk region ! , every day of your defense now allows us to prepare the future liberation of our cities and communities . , we cannot",566,2023-02-15,1
text567,",",thank you,"very much ! , mr . prime minister , jonas , thank you for your kind words about ukraine and for your leadership . this is what strengthens both our",567,2023-02-16,1
text567,", thank you very much ! , mr . prime minister , jonas ,",thank you,"for your kind words about ukraine and for your leadership . this is what strengthens both our countries . , and of course , i am grateful for the globally",567,2023-02-16,1
text567,"and the russian flag will not take root in the occupied territory of ukraine . , this is just as sure as your nasams protect our skies . i especially",thank you,"for them ! because every day and every night we need air defense - it is a matter of life for ukraine . , just one example : last night",567,2023-02-16,1
text567,"our principles , and this is the most important thing . we are acting systemically and in a long-term manner , and this is the most effective manner . ,",thank you,", norway ! thank you again , jonas , mr . prime minister , and thank you to everyone here for your support ! , glory to ukraine !",567,2023-02-16,1
text567,"is the most important thing . we are acting systemically and in a long-term manner , and this is the most effective manner . , thank you , norway !",thank you,"again , jonas , mr . prime minister , and thank you to everyone here for your support ! , glory to ukraine !",567,2023-02-16,1
text567,"a long-term manner , and this is the most effective manner . , thank you , norway ! thank you again , jonas , mr . prime minister , and",thank you,"to everyone here for your support ! , glory to ukraine !",567,2023-02-16,1
text568,"then . , and praising our defenders , honoring our heroes . , paratroopers of the 79th separate air assault brigade and artillerymen of the 55th separate artillery brigade -",thank you,"guys for your bravery and precision . thank you for your skillful and steadfast defense of the donetsk region . , zaporizhzhia direction - i thank all the warriors of",568,2023-02-16,2
text568,"our heroes . , paratroopers of the 79th separate air assault brigade and artillerymen of the 55th separate artillery brigade - thank you guys for your bravery and precision .",thank you,"for your skillful and steadfast defense of the donetsk region . , zaporizhzhia direction - i thank all the warriors of the 129th separate kryvyi rih territorial defense brigade .",568,2023-02-16,2
text570,"of free ukraine . free europe . and the free world . , olaf , emmanuel , all our friends – i think you've got me right . , i",thank you,"for your attention ! you – davids of the free world ! we , united davids shall prevail over putins scattered all over the world ! , glory to everyone",570,2023-02-17,2
text571,"enjoys living in line with the law ! , i am honored to address your community of states for the first time . it is a special mission – to",thank you,"for your support of ukraine and the international order . , an order that is vital for everyone in the world – both for the largest and the smallest ones",571,2023-02-17,3
text571,"to the respect of all others for this independence . , these are the principles of ukraine . these – i know , are your principles . , , i",thank you,for being on the side of the law . i thank you for your efforts to bring stability to your region and the world . but real stability is possible,571,2023-02-17,3
text571,"are the principles of ukraine . these – i know , are your principles . , , i thank you for being on the side of the law . i",thank you,for your efforts to bring stability to your region and the world . but real stability is possible only when we all together protect the world from state thuggery .,571,2023-02-17,3
text571,"help to implement it . , and of course , i invite you all to visit ukraine . , peace is a value that must be cared-for together ! ,",thank you,"for your attention ! , and i wish you a lasting peace ! , glory to ukraine !",571,2023-02-17,3
text573,"you , warriors ! , today , there is something to celebrate with the fighters who fight near zaporizhzhia . the 128th separate brigade of the territorial defense forces –",thank you,", guys , for repelling the attacks ! , i would also like to thank all our signalmen today for their excellent service ! to everyone who efficiently and timely",573,2023-02-18,1
text573,"for their excellent service ! to everyone who efficiently and timely provides logistics for our troops , and to all the support forces of the armed forces of ukraine !",thank you,"! , thank you to everyone for whom the stability of ukraine and our positions are an unconditional personal , official , and professional priority ! , and one more",573,2023-02-18,1
text573,"! to everyone who efficiently and timely provides logistics for our troops , and to all the support forces of the armed forces of ukraine ! thank you ! ,",thank you,"to everyone for whom the stability of ukraine and our positions are an unconditional personal , official , and professional priority ! , and one more . , this week",573,2023-02-18,1
text576,assault brigade . infantrymen of the 72nd and the 110th separate mechanized brigades . units and maintenance forces of these brigades . gunners of the 55th separate artillery brigade .,thank you,", guys , for your bravery and precision in the donetsk region ! , also , the 128th separate mountain assault brigade and the 1st artillery division of the 44th",576,2023-02-20,2
text576,"your bravery and precision in the donetsk region ! , also , the 128th separate mountain assault brigade and the 1st artillery division of the 44th separate artillery brigade .",thank you,"guys for the worthy response to the enemy's attacks against our zaporizhzhia ! , the 66th and the 92nd separate mechanized brigades , the 81st separate airmobile brigade , and",576,2023-02-20,2
text576,"enemy's attacks against our zaporizhzhia ! , the 66th and the 92nd separate mechanized brigades , the 81st separate airmobile brigade , and the 95th separate air assault brigade .",thank you,", guys , for not only inflicting significant losses on the enemy in the luhansk region , but also for giving faith in our movement to liberate our land .",576,2023-02-20,2
text576,"the enemy in the luhansk region , but also for giving faith in our movement to liberate our land . , glory to all who fight for ukraine ! ,",thank you,"to everyone who helps ! , may the memory of everyone who gave life for the freedom of ukraine live forever ! , glory to ukraine !",576,2023-02-20,2
text578,"is a sign of a person's strength , and thus the strength of the family , the strength of the characters of those close to this person . , i",thank you,", dear mothers and fathers of our young officers , dear educators , for the kind of upbringing that allows them to become a strong pillar for the army ,",578,2023-02-22,1
text583,"left on the entire territory of ukraine . , we can ensure that - together with you ! together with everyone in the world who values life . , i",thank you,"for your support ! thank you for being with us throughout this year ! , thank you , president , thank you , olaf , for your faith in ukraine",583,2023-02-25,2
text583,"ukraine . , we can ensure that - together with you ! together with everyone in the world who values life . , i thank you for your support !",thank you,"for being with us throughout this year ! , thank you , president , thank you , olaf , for your faith in ukraine , in our people , and",583,2023-02-25,2
text583,"! together with everyone in the world who values life . , i thank you for your support ! thank you for being with us throughout this year ! ,",thank you,", president , thank you , olaf , for your faith in ukraine , in our people , and in our shared values of a free , united , and",583,2023-02-25,2
text583,"the world who values life . , i thank you for your support ! thank you for being with us throughout this year ! , thank you , president ,",thank you,", olaf , for your faith in ukraine , in our people , and in our shared values of a free , united , and peaceful europe ! , glory",583,2023-02-25,2
text584,"battles continue . i thank each of our soldier , everyone who steadfastly , strongly , and bravely defends our positions in donbas , destroys the enemy , and i",thank you,"for such a powerful result in the east . , the result in the east , so that , consequently , we have the result in all other directions as",584,2023-02-25,3
text584,"named after handziuk , and the 72nd separate brigade named after black zaporozhians , as well as paratroopers of the 79th air assault brigade – all in donbas – i",thank you,", guys , for the worthy repulse of the enemy ! , i especially would like to thank today all servicemen of the engineering and aviation service of the air",584,2023-02-25,3
text584,"the sky . i thank everyone who makes this engineering aviation contribution to the approach of our victory ! , glory to everyone who is now in battle ! ,",thank you,"to everyone who helps defend ukraine from russian aggression ! , bright memory to all the heroes who gave their lives for us , for ukraine ! , glory to",584,2023-02-25,3
text585,"not afraid . we did not lose our grip . ukrainians stood up to defend the state . the free world stood up to defend ukraine . , and i",thank you,", the people of denmark , for not wavering in your commitment to our defense . i thank you for realizing that freedom cannot be just a dream , it",585,2023-02-25,4
text585,"free world stood up to defend ukraine . , and i thank you , the people of denmark , for not wavering in your commitment to our defense . i",thank you,"for realizing that freedom cannot be just a dream , it must be actions . actions in defense of life and people , rules and respect , justice and security",585,2023-02-25,4
text585,"that freedom cannot be just a dream , it must be actions . actions in defense of life and people , rules and respect , justice and security . ,",thank you,", people of denmark , for your actions ! for the weapons that help our defense . for the policy that helps isolate the aggressor . for your willingness to",585,2023-02-25,4
text585,"a fact already . just as our ukrainian bravery is a fact . hence , our freedom will never cease to be a real fact of our lives . ,",thank you,"for your support ! thank you for every day that we have gone through and will go through together ! , i am sure we will be with you on",585,2023-02-25,4
text585,"our ukrainian bravery is a fact . hence , our freedom will never cease to be a real fact of our lives . , thank you for your support !",thank you,"for every day that we have gone through and will go through together ! , i am sure we will be with you on our major day - the day",585,2023-02-25,4
text586,", the closer our victory becomes . , i once again thank everyone who works in the telethon , who creates this information foundation of our national unity . ,",thank you,"for your dedication to the ukrainian cause , for your sincere desire to find and develop formats that will strengthen the telethon and , therefore , ukraine . , and",586,2023-02-26,1
text586,"your dedication to the ukrainian cause , for your sincere desire to find and develop formats that will strengthen the telethon and , therefore , ukraine . , and i",thank you,"for your constant search for new methods of work for those who are now in the temporarily occupied territory of ukraine , for finding new ways to access our people",586,2023-02-26,1
text588,",",thank you,"so much ! , thank you , mr . president , thanks everybody ! , thank you for your kind words and support ! , ladies and gentlemen ! ,",588,2023-02-28,1
text588,", thank you so much ! ,",thank you,", mr . president , thanks everybody ! , thank you for your kind words and support ! , ladies and gentlemen ! , i greet you from free ukraine",588,2023-02-28,1
text588,", thank you so much ! , thank you , mr . president , thanks everybody ! ,",thank you,"for your kind words and support ! , ladies and gentlemen ! , i greet you from free ukraine , and thank you for your attention and support of our",588,2023-02-28,1
text588,". president , thanks everybody ! , thank you for your kind words and support ! , ladies and gentlemen ! , i greet you from free ukraine , and",thank you,"for your attention and support of our struggle for freedom and independence . , and i am sure that none of you doubt that we will win this fight .",588,2023-02-28,1
text588,"ukraine now . so that by the time we restore peace , your hard work has already yielded results . , i believe that it will be so ! ,",thank you,"for your attention ! , i invite all of you to ukraine ! , glory to our brave soldiers ! , glory to ukraine !",588,2023-02-28,1
text592,"people have been protected , the damage has been compensated , and justice has won . , i wish all of us , all of you , fruitful work !",thank you,"for your attention ! , and please remember – what exactly allows us to be united now , united for the most important thing – justice . , every person",592,2023-03-03,1
text592,"to us . , glory to all these great people – to all those who protect ukraine and the international order on the legal front ! i also want to",thank you,"for that . , glory to all who are now fighting for ukraine ! , glory to ukraine ! , ,",592,2023-03-03,1
text594,"and strengthen sanctions against russia . and i thank mrs . roberta metsola , and all our friends in europe , who help ukraine on the integration path . ,",thank you,"to everyone who helps enhance the security of ukraine and strengthen our soldiers ! thank you to everyone who fights for ukraine , who defends our border and who establishes",594,2023-03-04,1
text594,"our friends in europe , who help ukraine on the integration path . , thank you to everyone who helps enhance the security of ukraine and strengthen our soldiers !",thank you,"to everyone who fights for ukraine , who defends our border and who establishes justice for ukraine with their accuracy on the battlefield , who responds to the occupier's terror",594,2023-03-04,1
text594,"defend bakhmut . in particular , soldiers of the 56th separate motorized infantry brigade , the 67th and 93rd separate mechanized brigades , and the 77th separate airborne brigade .",thank you,", guys ! glory to all ukrainian heroes ! , thank you to lviv for this fruitful time in the city . thanks to the lviv polytechnic , where we",594,2023-03-04,1
text594,"infantry brigade , the 67th and 93rd separate mechanized brigades , and the 77th separate airborne brigade . thank you , guys ! glory to all ukrainian heroes ! ,",thank you,"to lviv for this fruitful time in the city . thanks to the lviv polytechnic , where we are now and where we held our congress . , thanks to",594,2023-03-04,1
text601,"give good results for ukraine . marines of the 35th and 36th separate marine brigades , the 55th separate artillery brigade , paratroopers of the 79th brigade . . .",thank you,", soldiers ! and separately , i would like to thank today the soldiers of the defense intelligence shaman unit – for bakhmut , for their strong participation in the",601,2023-03-10,1
text601,"i would like to thank today the soldiers of the defense intelligence shaman unit – for bakhmut , for their strong participation in the defense of the city . ,",thank you,"to the soldiers of the 44th separate artillery brigade , who are fighting near zaporizhzhia . skillfully destroy enemy positions and equipment . thank you guys for this ! ,",601,2023-03-10,1
text601,"of the city . , thank you to the soldiers of the 44th separate artillery brigade , who are fighting near zaporizhzhia . skillfully destroy enemy positions and equipment .",thank you,"guys for this ! , today , i signed another decree on honoring our soldiers with state awards . in particular , soldiers of the 24th separate assault battalion of",601,2023-03-10,1
text602,"want our sons and daughters to choose the way in life they dream of . god forbid that this should be the way of such a war . , i",thank you,"for your attention ! thank you very much for your support ! , thank you to all americans who dream with us that evil has no chance ! i met",602,2023-03-10,2
text602,"choose the way in life they dream of . god forbid that this should be the way of such a war . , i thank you for your attention !",thank you,"very much for your support ! , thank you to all americans who dream with us that evil has no chance ! i met with representatives of both parties of",602,2023-03-10,2
text604,"commend the 41st state fire and rescue unit of kostiantynivka , donetsk region . major herman starcheus , captain serhiy kulinchenko , junior sergeants roman dychko and kyrylo sayenko .",thank you,"guys for your excellent work and courage ! , of course , i am grateful to all our warriors from khortytsia and tavria who are fighting in the hottest spots",604,2023-03-12,1
text604,", the 74th separate reconnaissance battalion , and our seventy-niners - the paratroopers ! , and also the zaporizhzhia direction of tavria - the 128th separate mountain assault brigade .",thank you,"all , guys ! , i am grateful to each and every one who again helped our soldiers this week , treated them after their injuries , searched for things",604,2023-03-12,1
text605,"where our future , the future of all ukrainians , is being fought for . , i am grateful to each and every one who is now in combat !",thank you,to everyone who defends their positions and fights for ukraine and brothers-in-arms ! thank you to everyone who never lets down those who are next to them on the frontline,605,2023-03-13,1
text607,"south . and kharkiv region . we do not forget about any of the directions of state defense . , the 54th and 92nd separate mechanized brigades - guys ,",thank you,"for your resilience and strength in bakhmut . , the 3rd operational brigade of the national guard and our border guards , who are fighting for bakhmut together with all",607,2023-03-15,1
text607,"3rd operational brigade of the national guard and our border guards , who are fighting for bakhmut together with all units of the defense and security forces . . .",thank you,", warriors ! , thank you for your courage and for replenishing our exchange fund . , the 15th separate regiment and the 1st presidential operational brigade of the national",607,2023-03-15,1
text607,"guard and our border guards , who are fighting for bakhmut together with all units of the defense and security forces . . . thank you , warriors ! ,",thank you,"for your courage and for replenishing our exchange fund . , the 15th separate regiment and the 1st presidential operational brigade of the national guard - i thank you for",607,2023-03-15,1
text607,", thank you for your courage and for replenishing our exchange fund . , the 15th separate regiment and the 1st presidential operational brigade of the national guard - i",thank you,"for your results in the battles for the cities of donetsk region ! , the border guards of kharkiv region - thank you for your strong counteraction to the enemy",607,2023-03-15,1
text607,"brigade of the national guard - i thank you for your results in the battles for the cities of donetsk region ! , the border guards of kharkiv region -",thank you,"for your strong counteraction to the enemy ! , the 406th separate artillery brigade and the 131st separate reconnaissance battalion - thank you , warriors , for the defense of",607,2023-03-15,1
text607,"the border guards of kharkiv region - thank you for your strong counteraction to the enemy ! , the 406th separate artillery brigade and the 131st separate reconnaissance battalion -",thank you,", warriors , for the defense of kherson region ! thank you for your powerful responses to enemy strikes at ukrainian cities . , the occupier must be destroyed .",607,2023-03-15,1
text607,"counteraction to the enemy ! , the 406th separate artillery brigade and the 131st separate reconnaissance battalion - thank you , warriors , for the defense of kherson region !",thank you,"for your powerful responses to enemy strikes at ukrainian cities . , the occupier must be destroyed . thank you to everyone who makes this possible ! glory to each",607,2023-03-15,1
text608,! the 35th and 36th separate marine brigades - thank you guys ! warriors of the 55th separate artillery brigade - well done ! the 74th separate reconnaissance battalion -,thank you,! i thank the warriors of the national guard who are fighting in the east together with all our defense forces . battalion groups of the central and western operational,608,2023-03-16,1
text608,"well done ! kharkiv region : the 3rd separate tank iron brigade , the 1st separate bohun special forces brigade , the 127th separate brigade of the territorial defense -",thank you,", warriors ! , glory to each and every one who is now fighting for ukraine ! , i am grateful to each and every one who brings accountability for",608,2023-03-16,1
text609,"thank every soldier , every sergeant , every officer – everyone who acts on the front line , everyone who maintains a real defense with their endurance and courage .",thank you,"for resilience , for strength and for the fact that the state sees a prospect for our defense operations , for further active actions . , today , i would",609,2023-03-17,1
text609,". , today , i would like to pay particular attention to the fighters of our special units . , special operations forces – 8th separate special forces regiment ,",thank you,"guys for the filigree destruction of the enemy near bakhmut and the powerful reinforcement of our defenses in this direction , in bakhmut . , thank you to all our",609,2023-03-17,1
text609,"forces regiment , thank you guys for the filigree destruction of the enemy near bakhmut and the powerful reinforcement of our defenses in this direction , in bakhmut . ,",thank you,"to all our special operations forces fighters who defend luhansk region . , special gratitude goes to our navy seals , the naval special purpose center , for the successful",609,2023-03-17,1
text611,"dvoretsky from ternopil and roman shutylo from luhansk region , who have been working in kherson region for almost six months in a row , returning security to ukrainians .",thank you,"! , i am grateful to roman radavchuk from kyiv region , who works in mykolaiv region , demining energy facilities . i thank vasyl popovych from chernivtsi for demining",611,2023-03-19,1
text612,"as always , i would like to commend our warriors . all those who are fighting for our country . , the 56th and 57th separate motorized infantry brigades -",thank you,"guys ! thank you for your strength and resilience in the defense of bakhmut ! , the warriors of the 72nd black zaporizhian separate mechanized brigade , paratroopers of the",612,2023-03-20,1
text612,"would like to commend our warriors . all those who are fighting for our country . , the 56th and 57th separate motorized infantry brigades - thank you guys !",thank you,"for your strength and resilience in the defense of bakhmut ! , the warriors of the 72nd black zaporizhian separate mechanized brigade , paratroopers of the 79th brigade , marines",612,2023-03-20,1
text612,"the 35th and 36th separate brigades , the 74th separate reconnaissance battalion , our artillerymen of the 55th zaporizhzhia sich brigade - i am glad to be able to steadily",thank you,"for the results , for your strength , for your resilience in donetsk region ! , kherson direction . . . the 406th separate artillery brigade and the 131st separate",612,2023-03-20,1
text615,"of war . it is in your power not to allow this to happen . , together , we can liberate ukraine from russian aggression already this year . ,",thank you,"for your attention ! thank you for your support and assistance ! , glory to all those who are fighting now for freedom ! , glory to ukraine !",615,2023-03-23,1
text615,"your power not to allow this to happen . , together , we can liberate ukraine from russian aggression already this year . , thank you for your attention !",thank you,"for your support and assistance ! , glory to all those who are fighting now for freedom ! , glory to ukraine !",615,2023-03-23,1
text617,"gave the best result in the past day . , first of all , in donetsk region . , glorious 72nd separate mechanized brigade named after the black zaporozhians –",thank you,", guys ! marines of the 36th brigade – well done ! the 55th separate artillery brigade zaporizka sich – thank you , soldiers , for your constant accuracy ,",617,2023-03-24,1
text617,"mechanized brigade named after the black zaporozhians – thank you , guys ! marines of the 36th brigade – well done ! the 55th separate artillery brigade zaporizka sich –",thank you,", soldiers , for your constant accuracy , real battle-hardened deeds ! , marines of the 35th brigade and the 79th separate air assault brigade – thank you ! ,",617,2023-03-24,1
text617,"sich – thank you , soldiers , for your constant accuracy , real battle-hardened deeds ! , marines of the 35th brigade and the 79th separate air assault brigade –",thank you,"! , zaporizhzhia direction : the 44th artillery brigade named after hetman danylo apostol – thank you for the accuracy ! , i would like to mention all our fighters",617,2023-03-24,1
text617,"marines of the 35th brigade and the 79th separate air assault brigade – thank you ! , zaporizhzhia direction : the 44th artillery brigade named after hetman danylo apostol –",thank you,"for the accuracy ! , i would like to mention all our fighters who strike at the occupier in response to terror , who identify the enemy's positions from which",617,2023-03-24,1
text618,", dear our defenders ! , dear our officers of the navy of ukraine ! ,",thank you,"for protecting our state in the maritime defense sector – in the ukrainian navy and the coastguard of the state border guard service . , ukraine needs a victory over",618,2023-03-25,1
text618,"enemy for any crime against our country and people ! , may the noble naval service be a glory to you , your families and our entire state ! ,",thank you,"to all teachers and employees of the odessa maritime academy for this graduation , the graduation of our officers and faithful service to ukraine ! , glory to ukraine !",618,2023-03-25,1
text619,"border , for the fact that ukraine is going strong this week as well . , from bakhmut to kherson region , from avdiyivka to kharkiv region . . .",thank you,"to everyone who fights the enemy , who rescues our soldiers after being wounded , who trains our soldiers , and who supplies everything necessary for ukrainian defense ! ,",619,2023-03-25,2
text619,"supplies everything necessary for ukrainian defense ! , when every day gives our state a result , every such day makes the war shorter and our victory closer . ,",thank you,"to everyone who strengthens our ukraine ! , glory to all who fight for freedom for ukraine ! , glory to ukraine !",619,2023-03-25,2
text620,"this week in general . , the 57th separate motorized infantry brigade , the 5th separate assault brigade and the 93rd separate mechanized brigade - well done , guys !",thank you,"for your strength ! , the marines of the 35th and 36th separate brigades , the warriors of the 55th "" zaporiz'ka sich "" artillery brigade - all in the",620,2023-03-26,1
