collocation,count,count_nested,length,lambda,z
your forum,2,0,2,3.439111854230389,3.8394129314130603
your solidarity,2,0,2,3.439111854230389,3.8394129314130603
our army,2,0,2,3.0353381093517933,3.8393837327209894
our law,2,0,2,3.0353381093517933,3.8393837327209894
our ordinary,2,0,2,3.0353381093517933,3.8393837327209894
our values,2,0,2,3.0353381093517933,3.8393837327209894
this clear,1,0,2,3.753842865908121,3.8321084561915053
this extraordinary,1,0,2,3.753842865908121,3.8321084561915053
this forum,1,0,2,3.753842865908121,3.8321084561915053
this hall,1,0,2,3.753842865908121,3.8321084561915053
this task,1,0,2,3.753842865908121,3.8321084561915053
helped us,1,0,2,3.492737729844885,3.83207820817832
day that,2,0,2,2.598516683916877,3.826137725749585
world that,2,0,2,2.598516683916877,3.826137725749585
say that,1,0,2,3.7466791732950186,3.824895644646047
new defense,1,0,2,3.3146302319465004,3.8236958933576912
your interest,2,0,2,3.950010497346539,3.8203781366258402
your steadfastness,2,0,2,3.950010497346539,3.8203781366258402
your unwavering,2,0,2,3.950010497346539,3.8203781366258402
greek people,1,0,2,6.2487783256578044,3.817755691649755
slovenian people,1,0,2,6.2487783256578044,3.817755691649755
country helps,1,0,2,3.347648694244384,3.8169876278006223
having you,2,0,2,3.418183475662163,3.816157028319733
companies are,1,0,2,6.236511903506681,3.8103671594175474
doctors are,1,0,2,6.236511903506681,3.8103671594175474
holidays are,1,0,2,6.236511903506681,3.8103671594175474
troops are,1,0,2,6.236511903506681,3.8103671594175474
of good,2,0,2,3.4112975501610334,3.8085045109365043
of kherson,2,0,2,3.4112975501610334,3.8085045109365043
announced a,1,0,2,6.224392410870653,3.8030654642386237
proves a,1,0,2,6.224392410870653,3.8030654642386237
saw a,1,0,2,6.224392410870653,3.8030654642386237
sees a,1,0,2,6.224392410870653,3.8030654642386237
are here,1,0,2,3.367366999298296,3.800453840088183
packages you,2,0,2,3.9290821667963023,3.800217707513187
person you,2,0,2,3.9290821667963023,3.800217707513187
of addressing,2,0,2,3.9221962573152025,3.7935838988683193
of latvia,2,0,2,3.9221962573152025,3.7935838988683193
of resistance,2,0,2,3.9221962573152025,3.7935838988683193
of tasks,2,0,2,3.9221962573152025,3.7935838988683193
of united24,2,0,2,3.9221962573152025,3.7935838988683193
with kyiv,1,0,2,3.412841042094219,3.789982615194723
usually thank,1,0,2,6.200580343354512,3.78871454851697
the netherlands,8,0,2,5.5110180276368705,3.7860334833985565
ukraine with,3,0,2,2.1142722911471354,3.782925291504322
important it,1,0,2,3.2477216694443163,3.782037522671803
now it,1,0,2,3.2477216694443163,3.782037522671803
every austrian,1,0,2,6.188881136047572,3.7816614816598686
every blue,1,0,2,6.188881136047572,3.7816614816598686
every briton,1,0,2,6.188881136047572,3.7816614816598686
every doctor,1,0,2,6.188881136047572,3.7816614816598686
every downed,1,0,2,6.188881136047572,3.7816614816598686
every effort,1,0,2,6.188881136047572,3.7816614816598686
every german,1,0,2,6.188881136047572,3.7816614816598686
every nurse,1,0,2,6.188881136047572,3.7816614816598686
every officer,1,0,2,6.188881136047572,3.7816614816598686
every warrior,1,0,2,6.188881136047572,3.7816614816598686
important attention,2,0,2,2.5393431054965587,3.780663187352282
help ukrainians,1,0,2,3.2470416282553094,3.778237557260745
we truly,1,0,2,3.402017010024416,3.7782318225386664
a no,1,0,2,3.39130736645028,3.7666007355624913
a truly,1,0,2,3.39130736645028,3.7666007355624913
of ours,4,0,2,5.613107807878183,3.7634419972472
of speaking,4,0,2,5.613107807878183,3.7634419972472
businesses who,3,0,2,5.693659727506505,3.763414021365682
today in,3,0,2,2.15606853598977,3.7633513243411842
historic support,1,0,2,3.684372397531212,3.7621166509032027
increase support,1,0,2,3.684372397531212,3.7621166509032027
every occupier,1,0,2,3.355098255080647,3.76065541588961
liberate our,3,0,2,5.681156137582441,3.755179934026161
lviv for,2,0,2,3.362111823049851,3.7538321416128415
separately for,2,0,2,3.362111823049851,3.7538321416128415
working for,2,0,2,3.362111823049851,3.7538321416128415
bravery is,1,0,2,3.554063127165497,3.7537199622477946
missiles is,1,0,2,3.554063127165497,3.7537199622477946
stability is,1,0,2,3.554063127165497,3.7537199622477946
the result,4,0,2,2.305232796533331,3.7532367394284782
is definitely,1,0,2,3.4735804849814285,3.7522193205554784
been with,1,0,2,3.3702216866373584,3.74368806864226
step and,2,0,2,2.9572762952388754,3.7412389803594186
through and,2,0,2,2.9572762952388754,3.7412389803594186
with boris,1,0,2,6.121389783196784,3.7409452023425978
with confidence,1,0,2,6.121389783196784,3.7409452023425978
with generals,1,0,2,6.121389783196784,3.7409452023425978
your communication,2,0,2,3.1025665929268005,3.740305945607843
your faith,2,0,2,3.1025665929268005,3.740305945607843
your significant,2,0,2,3.1025665929268005,3.740305945607843
enemy will,1,0,2,3.264195966608197,3.7387797524426176
ability to,6,0,2,5.488871768865442,3.738766561157434
bringing the,3,0,2,3.6508646183453433,3.738446042474471
holds the,3,0,2,3.6508646183453433,3.738446042474471
regarding the,3,0,2,3.6508646183453433,3.738446042474471
give ukraine,2,0,2,2.954684595521142,3.73797919412166
guards of,2,0,2,3.346923949591676,3.736946302577482
pace of,2,0,2,3.346923949591676,3.736946302577482
parliament of,2,0,2,3.346923949591676,3.736946302577482
part of,2,0,2,3.346923949591676,3.736946302577482
republic of,2,0,2,3.346923949591676,3.736946302577482
supply of,2,0,2,3.346923949591676,3.736946302577482
values of,2,0,2,3.346923949591676,3.736946302577482
partners who,2,0,2,2.788736068432857,3.7366900258737683
we endured,1,0,2,6.110565786635531,3.734410996436089
we focused,1,0,2,6.110565786635531,3.734410996436089
we urgently,1,0,2,6.110565786635531,3.734410996436089
we usually,1,0,2,6.110565786635531,3.734410996436089
be together,1,0,2,3.21440963284204,3.7341322251137807
and will,8,0,2,1.3822774097006452,3.733184079380332
anywhere in,2,0,2,5.787062595229244,3.731837302418482
front in,2,0,2,5.787062595229244,3.731837302418482
membership in,2,0,2,5.787062595229244,3.731837302418482
capable of,2,0,2,3.857822811969098,3.7315543708473764
coalition of,2,0,2,3.857822811969098,3.7315543708473764
proud of,2,0,2,3.857822811969098,3.7315543708473764
that have,3,0,2,2.091023898024625,3.729000628115637
a busy,1,0,2,6.099856178575,3.7279447153286873
a crowded,1,0,2,6.099856178575,3.7279447153286873
a few,1,0,2,6.099856178575,3.7279447153286873
a generous,1,0,2,6.099856178575,3.7279447153286873
a hit,1,0,2,6.099856178575,3.7279447153286873
a holiday,1,0,2,6.099856178575,3.7279447153286873
a hundred,1,0,2,6.099856178575,3.7279447153286873
a key,1,0,2,6.099856178575,3.7279447153286873
a lasting,1,0,2,6.099856178575,3.7279447153286873
a little,1,0,2,6.099856178575,3.7279447153286873
a prospect,1,0,2,6.099856178575,3.7279447153286873
a rather,1,0,2,6.099856178575,3.7279447153286873
a regular,1,0,2,6.099856178575,3.7279447153286873
a report,1,0,2,6.099856178575,3.7279447153286873
a shelter,1,0,2,6.099856178575,3.7279447153286873
a shorter,1,0,2,6.099856178575,3.7279447153286873
a simple,1,0,2,6.099856178575,3.7279447153286873
a storm,1,0,2,6.099856178575,3.7279447153286873
a story,1,0,2,6.099856178575,3.7279447153286873
a stronghold,1,0,2,6.099856178575,3.7279447153286873
a visit,1,0,2,6.099856178575,3.7279447153286873
a weekday,1,0,2,6.099856178575,3.7279447153286873
a weekend,1,0,2,6.099856178575,3.7279447153286873
people at,1,0,2,3.2136071834693745,3.7244374722598383
deputies of,4,0,2,5.548466016304591,3.7202139809579347
employees of,4,0,2,5.548466016304591,3.7202139809579347
helps defend,1,0,2,3.2122875324062328,3.717264950017888
26 with,1,0,2,6.078770569804473,3.7152103489686388
cooperate with,1,0,2,6.078770569804473,3.7152103489686388
declaration with,1,0,2,6.078770569804473,3.7152103489686388
insist with,1,0,2,6.078770569804473,3.7152103489686388
program with,1,0,2,6.078770569804473,3.7152103489686388
proved with,1,0,2,6.078770569804473,3.7152103489686388
start with,1,0,2,6.078770569804473,3.7152103489686388
stood with,1,0,2,6.078770569804473,3.7152103489686388
strongly with,1,0,2,6.078770569804473,3.7152103489686388
tricking with,1,0,2,6.078770569804473,3.7152103489686388
president of,5,0,2,1.7419163949222973,3.71083237096784
us more,1,0,2,3.1916103287589106,3.708939670791783
everyone involved,2,0,2,5.749702063816316,3.707875430986021
of denmark,2,0,2,3.0747522248100694,3.706937004577312
of hope,2,0,2,3.0747522248100694,3.706937004577312
of kharkiv,2,0,2,3.0747522248100694,3.706937004577312
of times,2,0,2,3.0747522248100694,3.706937004577312
around us,1,0,2,6.058114574755487,3.7027313671139743
inspires us,1,0,2,6.058114574755487,3.7027313671139743
this terrorist,1,0,2,3.5024569733236035,3.699984897726866
this unity,1,0,2,3.5024569733236035,3.699984897726866
it time,1,0,2,3.1929850922211536,3.695843472671428
equipment that,1,0,2,3.4952932756029904,3.692520817080583
our air,3,0,2,2.2037371200220854,3.6858129635471966
the front,7,0,2,5.384754774560914,3.685674589756617
at ukrainian,1,0,2,3.1638386741361098,3.684501566590372
you do,2,0,2,2.748749836261935,3.6834991730495608
you helped,2,0,2,2.748749836261935,3.6834991730495608
our exchange,3,0,2,5.572050281055862,3.683308578099765
that holds,1,0,2,3.4076800962942544,3.6821792270484357
will really,1,0,2,3.1818647155583584,3.6766680943020056
we know,1,0,2,3.2767826217013303,3.674871632894235
and chernihiv,2,0,2,3.797094087209035,3.6730166042761914
and large-scale,2,0,2,3.797094087209035,3.6730166042761914
and let,2,0,2,3.797094087209035,3.6730166042761914
and liberate,2,0,2,3.797094087209035,3.6730166042761914
and public,2,0,2,3.797094087209035,3.6730166042761914
and women,2,0,2,3.797094087209035,3.6730166042761914
again to,4,0,2,2.0731066395988713,3.6709750498671574
all canadians,2,0,2,5.691734351513354,3.6706841208815244
all parisians,2,0,2,5.691734351513354,3.6706841208815244
and humanitarian,2,0,2,3.286195068947598,3.6694111799396496
and working,2,0,2,3.286195068947598,3.6694111799396496
on international,1,0,2,3.1871638017167037,3.6648213937916476
on russia,1,0,2,3.1871638017167037,3.6648213937916476
strong will,1,0,2,3.1871638017167037,3.6648213937916476
in donbas,2,0,2,5.674532848933328,3.6596450312475937
in expanding,2,0,2,5.674532848933328,3.6596450312475937
in terms,2,0,2,5.674532848933328,3.6596450312475937
me this,1,0,2,3.384027298814134,3.657012087623121
through this,1,0,2,3.384027298814134,3.657012087623121
your state,5,0,2,1.6986018586479865,3.6554156819495014
to thank,14,0,2,1.0589248365122148,3.6551215999670514
who has,3,0,2,2.1682457882336754,3.648797908439483
here for,2,0,2,3.0255663799864383,3.64791081231853
missiles for,2,0,2,3.0255663799864383,3.64791081231853
about each,1,0,2,3.121665371710952,3.6452767334929335
very specific,1,0,2,5.960708369312183,3.6438333691228215
stands with,1,0,2,3.244987283083308,3.6399746908262975
dear president,1,0,2,3.174821662160892,3.6395626792306413
also mr,1,0,2,3.116629052218091,3.632252581551687
capabilities and,3,0,2,5.493789536859916,3.631734280741562
men and,3,0,2,5.493789536859916,3.631734280741562
posts and,3,0,2,5.493789536859916,3.631734280741562
is extremely,1,0,2,3.3064550380118014,3.6314438266677125
the best,3,0,2,3.0086371520109765,3.630177972725138
decisions of,2,0,2,3.010378468994749,3.629679893528731
meeting of,2,0,2,3.010378468994749,3.629679893528731
return of,2,0,2,3.010378468994749,3.629679893528731
service of,2,0,2,3.010378468994749,3.629679893528731
stability of,2,0,2,3.010378468994749,3.629679893528731
in our,14,0,2,1.0040978110748262,3.628097653345653
holding all,1,0,2,4.187180159021764,3.6196948606762525
sent all,1,0,2,4.187180159021764,3.6196948606762525
make a,1,0,2,3.17915815334994,3.613725123351469
support those,1,0,2,3.089941855018826,3.6133600767892324
the air,5,0,2,1.8526194004979395,3.6125659392110716
the leaders,5,0,2,1.8526194004979395,3.6125659392110716
your chevrons,2,0,2,2.851179134630526,3.6077276656626154
battles in,1,0,2,4.172879948335487,3.607421862349746
billion in,1,0,2,4.172879948335487,3.607421862349746
boris in,1,0,2,4.172879948335487,3.607421862349746
celebrated in,1,0,2,4.172879948335487,3.607421862349746
community in,1,0,2,4.172879948335487,3.607421862349746
defenses in,1,0,2,4.172879948335487,3.607421862349746
firmness in,1,0,2,4.172879948335487,3.607421862349746
heard in,1,0,2,4.172879948335487,3.607421862349746
japan in,1,0,2,4.172879948335487,3.607421862349746
million in,1,0,2,4.172879948335487,3.607421862349746
online in,1,0,2,4.172879948335487,3.607421862349746
performance in,1,0,2,4.172879948335487,3.607421862349746
place in,1,0,2,4.172879948335487,3.607421862349746
precision in,1,0,2,4.172879948335487,3.607421862349746
safety in,1,0,2,4.172879948335487,3.607421862349746
same in,1,0,2,4.172879948335487,3.607421862349746
significantly in,1,0,2,4.172879948335487,3.607421862349746
spoken in,1,0,2,4.172879948335487,3.607421862349746
steadfastness in,1,0,2,4.172879948335487,3.607421862349746
for making,7,0,2,5.269651128815216,3.6069842115003676
parties and,2,0,2,2.7565327930784758,3.6058130600230314
the main,3,0,2,3.519538418742206,3.6042398391155928
the republic,3,0,2,3.519538418742206,3.6042398391155928
everything to,3,0,2,2.467409273140608,3.6029626382251787
to protect,4,0,2,2.151560287583811,3.60240004689936
to strengthen,4,0,2,2.151560287583811,3.60240004689936
glad to,5,0,2,5.320430721427927,3.6007436130610864
i had,2,0,2,5.57304828665274,3.5944924395214737
to canada,3,0,2,3.5090534258831916,3.593522540740368
to express,3,0,2,3.5090534258831916,3.593522540740368
thanks also,1,0,2,3.07474907705958,3.5904012465927755
is awaiting,1,0,2,5.8718324929434,3.5900244929876997
is big,1,0,2,5.8718324929434,3.5900244929876997
is destined,1,0,2,5.8718324929434,3.5900244929876997
is happening,1,0,2,5.8718324929434,3.5900244929876997
is increasing,1,0,2,5.8718324929434,3.5900244929876997
is rightly,1,0,2,5.8718324929434,3.5900244929876997
is sending,1,0,2,5.8718324929434,3.5900244929876997
is undeniable,1,0,2,5.8718324929434,3.5900244929876997
have not,1,0,2,3.071095615037268,3.5842213211942475
using your,3,0,2,5.418489503203083,3.5820957142870777
over the,3,0,2,2.5520271889633364,3.57618352433246
use the,3,0,2,2.5520271889633364,3.57618352433246
our countries,2,0,2,2.667468017350609,3.575296410891677
our entire,2,0,2,2.667468017350609,3.575296410891677
am already,1,0,2,3.0843449319105947,3.5747750317617757
soldiers from,1,0,2,3.056028317532263,3.574020434684136
your great,3,0,2,2.1676935968285127,3.5730076415309906
of thousands,2,0,2,2.82336470245706,3.5727055723433603
is important,2,0,2,2.3818716749718085,3.570794277161111
the occupiers,6,0,2,5.2405550297107535,3.5698636164037625
a package,1,0,2,3.154776082418371,3.566180401887669
a result,1,0,2,3.154776082418371,3.566180401887669
to participate,6,0,2,5.2300379435956525,3.5627082257935863
package that,1,0,2,3.2945511056214754,3.56168006918603
your cordiality,3,0,2,5.38744594196758,3.5616273767038207
you know,2,0,2,2.605576476305058,3.557780344237766
and respect,2,0,2,2.949649432443792,3.5567634138541484
given all,1,0,2,3.676282716812766,3.5515634638616294
whom all,1,0,2,3.676282716812766,3.5515634638616294
that becomes,1,0,2,5.805932307988477,3.5500873760350666
that confirm,1,0,2,5.805932307988477,3.5500873760350666
that japan's,1,0,2,5.805932307988477,3.5500873760350666
that neither,1,0,2,5.805932307988477,3.5500873760350666
that none,1,0,2,5.805932307988477,3.5500873760350666
that produce,1,0,2,5.805932307988477,3.5500873760350666
that speaks,1,0,2,5.805932307988477,3.5500873760350666
addressing you,3,0,2,5.3664718978992605,3.5477970084656496
asking you,3,0,2,5.3664718978992605,3.5477970084656496
actions in,1,0,2,3.6619824906494873,3.5378575273083874
back in,1,0,2,3.6619824906494873,3.5378575273083874
done in,1,0,2,3.6619824906494873,3.5378575273083874
flag in,1,0,2,3.6619824906494873,3.5378575273083874
leader in,1,0,2,3.6619824906494873,3.5378575273083874
present in,1,0,2,3.6619824906494873,3.5378575273083874
unity in,1,0,2,3.6619824906494873,3.5378575273083874
delivered this,1,0,2,5.782279586967956,3.535745752571473
fulfills this,1,0,2,5.782279586967956,3.535745752571473
honored this,1,0,2,5.782279586967956,3.535745752571473
organized this,1,0,2,5.782279586967956,3.535745752571473
walk this,1,0,2,5.782279586967956,3.535745752571473
watched this,1,0,2,5.782279586967956,3.535745752571473
winning this,1,0,2,5.782279586967956,3.535745752571473
making this,1,0,2,3.2169017957821335,3.534616774538579
the guys,3,0,2,2.6720892667022325,3.531227538159762
the honorable,3,0,2,2.6720892667022325,3.531227538159762
always on,1,0,2,3.0488712005475938,3.5281674736351585
ukraine fight,1,0,2,3.0488712005475938,3.5281674736351585
all europeans,1,0,2,4.077969176238384,3.5259198755000525
all victims,1,0,2,4.077969176238384,3.5259198755000525
help with,2,0,2,2.3348371764981906,3.5250642049803895
is only,1,0,2,3.1632828269717264,3.5179954634585697
is possible,1,0,2,3.1632828269717264,3.5179954634585697
is truly,1,0,2,3.1632828269717264,3.5179954634585697
emphasizing is,1,0,2,5.751573388180409,3.5171216650463326
gamechanging is,1,0,2,5.751573388180409,3.5171216650463326
handziuk is,1,0,2,5.751573388180409,3.5171216650463326
priority is,1,0,2,5.751573388180409,3.5171216650463326
trend is,1,0,2,5.751573388180409,3.5171216650463326
znpp is,1,0,2,5.751573388180409,3.5171216650463326
which have,1,0,2,3.0146182486270563,3.5155563853579612
live in,2,0,2,2.418760692792562,3.5142403911454756
in europe,3,0,2,2.0059289020339497,3.5112900981034754
in america,1,0,2,4.060838872000081,3.5112016138365174
in hospitals,1,0,2,4.060838872000081,3.5112016138365174
in lithuania,1,0,2,4.060838872000081,3.5112016138365174
in restoring,1,0,2,4.060838872000081,3.5112016138365174
in themselves,1,0,2,4.060838872000081,3.5112016138365174
waiting for,3,0,2,5.310282534606309,3.5107405937705782
about today,1,0,2,2.992928914786856,3.502838836292209
artillerymen of,3,0,2,5.2950639045932,3.5007028426928573
company of,3,0,2,5.2950639045932,3.5007028426928573
council of,3,0,2,5.2950639045932,3.5007028426928573
defeat of,3,0,2,5.2950639045932,3.5007028426928573
favor of,3,0,2,5.2950639045932,3.5007028426928573
friend of,3,0,2,5.2950639045932,3.5007028426928573
hundreds of,3,0,2,5.2950639045932,3.5007028426928573
meter of,3,0,2,5.2950639045932,3.5007028426928573
number of,3,0,2,5.2950639045932,3.5007028426928573
participants of,3,0,2,5.2950639045932,3.5007028426928573
protection of,3,0,2,5.2950639045932,3.5007028426928573
side of,3,0,2,5.2950639045932,3.5007028426928573
with me,1,0,2,3.076155069365038,3.4992773820231977
with partners,1,0,2,3.076155069365038,3.4992773820231977
i will,5,0,2,1.5728311242683164,3.497268231272184
and for,31,0,2,0.6648557338719057,3.4966857578756168
also about,1,0,2,2.9857956653371387,3.4933115336731912
cities of,2,0,2,2.758990791373054,3.491619641707907
friends of,2,0,2,2.758990791373054,3.491619641707907
intelligence of,2,0,2,2.758990791373054,3.491619641707907
needs of,2,0,2,2.758990791373054,3.491619641707907
package of,2,0,2,2.758990791373054,3.491619641707907
for having,3,0,2,3.4048797228796692,3.487023496092257
for whom,3,0,2,3.4048797228796692,3.487023496092257
also a,2,0,2,2.301622062584162,3.486817931712645
this agreement,1,0,2,5.699967377236495,3.4858074936415817
this arms,1,0,2,5.699967377236495,3.4858074936415817
this discussion,1,0,2,5.699967377236495,3.4858074936415817
this macro-financial,1,0,2,5.699967377236495,3.4858074936415817
this reaction,1,0,2,5.699967377236495,3.4858074936415817
this roundtable,1,0,2,5.699967377236495,3.4858074936415817
this sincerity,1,0,2,5.699967377236495,3.4858074936415817
this sunday,1,0,2,5.699967377236495,3.4858074936415817
apcs that,1,0,2,5.692803699941549,3.481459299296814
attentiveness that,1,0,2,5.692803699941549,3.481459299296814
boats that,1,0,2,5.692803699941549,3.481459299296814
circumstances that,1,0,2,5.692803699941549,3.481459299296814
confirm that,1,0,2,5.692803699941549,3.481459299296814
enterprises that,1,0,2,5.692803699941549,3.481459299296814
field that,1,0,2,5.692803699941549,3.481459299296814
formats that,1,0,2,5.692803699941549,3.481459299296814
learnt that,1,0,2,5.692803699941549,3.481459299296814
nation that,1,0,2,5.692803699941549,3.481459299296814
order that,1,0,2,5.692803699941549,3.481459299296814
realizing that,1,0,2,5.692803699941549,3.481459299296814
remind that,1,0,2,5.692803699941549,3.481459299296814
solutions that,1,0,2,5.692803699941549,3.481459299296814
stronghold that,1,0,2,5.692803699941549,3.481459299296814
understands that,1,0,2,5.692803699941549,3.481459299296814
upbringing that,1,0,2,5.692803699941549,3.481459299296814
wishes that,1,0,2,5.692803699941549,3.481459299296814
to make,4,0,2,2.0263214157391958,3.469859697031173
helping ukraine,2,0,2,2.586814186094953,3.4678326597173266
your joint,2,0,2,2.650435403819234,3.467758843511251
ukraine defend,1,0,2,2.986279704631891,3.4648192064008096
ukraine live,1,0,2,2.986279704631891,3.4648192064008096
and humanity,3,0,2,5.234216638781612,3.4605649851372373
and please,3,0,2,5.234216638781612,3.4605649851372373
and strategic,3,0,2,5.234216638781612,3.4605649851372373
agrarians who,2,0,2,5.354120003817431,3.453814420450332
detachments who,2,0,2,5.354120003817431,3.453814420450332
parisians who,2,0,2,5.354120003817431,3.453814420450332
award with,1,0,2,3.0335356529799844,3.451796601708118
all back,1,0,2,3.5670716100263187,3.446832307247773
all journalists,1,0,2,3.5670716100263187,3.446832307247773
that helped,1,0,2,3.097382356750928,3.4458426516241385
celebrating our,2,0,2,5.3416535956120486,3.4457992003733495
expanding our,2,0,2,5.3416535956120486,3.4457992003733495
replenishing our,2,0,2,5.3416535956120486,3.4457992003733495
train our,2,0,2,5.3416535956120486,3.4457992003733495
full support,1,0,2,5.6304970621397255,3.443627528839263
principled support,1,0,2,5.6304970621397255,3.443627528839263
supplemental support,1,0,2,5.6304970621397255,3.443627528839263
unequivocal support,1,0,2,5.6304970621397255,3.443627528839263
the 44th,5,0,2,5.072403250096533,3.433110709555279
the 5th,5,0,2,5.072403250096533,3.433110709555279
the pace,5,0,2,5.072403250096533,3.433110709555279
forward to,4,0,2,5.118374984193114,3.4323840120807017
ready to,4,0,2,5.118374984193114,3.4323840120807017
speaking to,4,0,2,5.118374984193114,3.4323840120807017
in circumstances,1,0,2,3.5499412850791963,3.430392960148076
in demining,1,0,2,3.5499412850791963,3.430392960148076
in his,1,0,2,3.5499412850791963,3.430392960148076
in may,1,0,2,3.5499412850791963,3.430392960148076
in mykolaiv,1,0,2,3.5499412850791963,3.430392960148076
in negotiations,1,0,2,3.5499412850791963,3.430392960148076
in response,1,0,2,3.5499412850791963,3.430392960148076
in united24,1,0,2,3.5499412850791963,3.430392960148076
you gdańsk,2,0,2,5.31413418122444,3.4281041275713116
i accept,1,0,2,3.9597504032430777,3.4243005702398057
i congratulate,1,0,2,3.9597504032430777,3.4243005702398057
i took,1,0,2,3.9597504032430777,3.4243005702398057
i traditionally,1,0,2,3.9597504032430777,3.4243005702398057
is on,3,0,2,1.9034057672966478,3.416581406820768
and give,2,0,2,2.6982615988923553,3.415087822378037
and justice,2,0,2,2.6982615988923553,3.415087822378037
and students,2,0,2,2.6982615988923553,3.415087822378037
greet all,1,0,2,3.3397386565902867,3.4136223160593984
is what,1,0,2,3.0380483115246495,3.4119786403934285
there will,1,0,2,2.927368060613481,3.4044122572218063
strong people,1,0,2,2.952016126823551,3.4017126360127468
from europe,1,0,2,2.896467707472417,3.3994964022317693
future in,1,0,2,3.325438414947783,3.399123106392106
part in,1,0,2,3.325438414947783,3.399123106392106
power in,1,0,2,3.325438414947783,3.399123106392106
solidarity in,1,0,2,3.325438414947783,3.399123106392106
states in,1,0,2,3.325438414947783,3.399123106392106
who shows,2,0,2,5.264040932018855,3.39588857064595
helps ukrainians,1,0,2,2.9017060587577115,3.3947959381529293
a special,1,0,2,2.9635783193771372,3.3899333942928465
leadership is,1,0,2,3.0430231870677815,3.3862366179841885
partners is,1,0,2,3.0430231870677815,3.3862366179841885
security is,1,0,2,3.0430231870677815,3.3862366179841885
support from,1,0,2,2.8828301639173146,3.385361090840744
that i,3,0,2,1.885823248389653,3.383630355914143
state and,3,0,2,1.9961167711688237,3.379262890895658
to win,3,0,2,2.410214036532803,3.377969094929119
all peace,2,0,2,2.3234309285091777,3.377229969690275
our civilians,2,0,2,5.232853247108464,3.3758280031070953
our defenses,2,0,2,5.232853247108464,3.3758280031070953
our pilots,2,0,2,5.232853247108464,3.3758280031070953
defense now,1,0,2,2.8713953219573316,3.371521565860584
now we,1,0,2,2.876637363670423,3.371071277921131
do for,2,0,2,2.5734348272794705,3.3674837670274442
honor with,1,0,2,2.9424925989367354,3.3662971850454375
russia with,1,0,2,2.9424925989367354,3.3662971850454375
against our,2,0,2,2.3965624897650093,3.361262975392106
understanding our,2,0,2,2.3965624897650093,3.361262975392106
for saving,5,0,2,4.957522840226201,3.3554423469967376
destroying the,4,0,2,5.002105528467871,3.3545220566237846
special thank,1,0,2,2.9038178809864865,3.347448076248184
being on,1,0,2,2.8717270604013656,3.3467017764913005
together on,1,0,2,2.8717270604013656,3.3467017764913005
are really,1,0,2,2.8773916821127585,3.3351657454581702
i often,1,0,2,3.448852686621459,3.333322678682095
i think,1,0,2,3.448852686621459,3.333322678682095
great people,1,0,2,2.8804859479147282,3.330601717091639
this aggression,1,0,2,2.9914169259987897,3.329579207037946
have important,1,0,2,2.8342803522667115,3.3291205627967613
blue and,2,0,2,5.15479204637151,3.3256066409826754
integrity and,2,0,2,5.15479204637151,3.3256066409826754
marshal and,2,0,2,5.15479204637151,3.3256066409826754
prompt and,2,0,2,5.15479204637151,3.3256066409826754
resistance and,2,0,2,5.15479204637151,3.3256066409826754
skillful and,2,0,2,5.15479204637151,3.3256066409826754
trudeau and,2,0,2,5.15479204637151,3.3256066409826754
our artillery,2,0,2,2.3990586977614496,3.3254865690502244
brigade have,1,0,2,2.836085613222945,3.325414596391628
the defense,9,0,2,1.2013985488348453,3.3252149257977894
rebuild ukraine,2,0,2,5.152200367850865,3.3239390086335003
victorious ukraine,2,0,2,5.152200367850865,3.3239390086335003
once that,1,0,2,2.98425321295126,3.3217091650236763
we can,1,0,2,2.8908351086431416,3.3216293875551854
we were,1,0,2,2.8908351086431416,3.3216293875551854
desire to,2,0,2,3.4291371231936427,3.3179858068297694
returning to,2,0,2,3.4291371231936427,3.3179858068297694
used to,2,0,2,3.4291371231936427,3.3179858068297694
is an,1,0,2,2.9267512988269573,3.3129589383525415
really a,1,0,2,2.856099891234873,3.3030539546141835
all over,1,0,2,3.2305274257829435,3.3028262674648925
all polish,1,0,2,3.2305274257829435,3.3028262674648925
everything you,2,0,2,2.462379707762036,3.30186628974368
of its,2,0,2,2.455493718157354,3.2926765035870376
of parliament,2,0,2,2.455493718157354,3.2926765035870376
day on,1,0,2,2.81901217279609,3.291469696595249
ukraine more,1,0,2,2.81901217279609,3.291469696595249
world helps,1,0,2,2.81901217279609,3.291469696595249
world will,1,0,2,2.81901217279609,3.291469696595249
have now,1,0,2,2.7997230777241295,3.291231434717554
in germany,1,0,2,3.213397080124019,3.285434286263106
in kherson,1,0,2,3.213397080124019,3.285434286263106
state in,2,0,2,2.230492742585974,3.2819161872841143
fighters who,2,0,2,2.3088731645990395,3.2705641443694033
the 80th,4,0,2,4.870636063296454,3.266461096270036
the battlefield,4,0,2,4.870636063296454,3.266461096270036
the commander-in-chief,4,0,2,4.870636063296454,3.266461096270036
the dnipropetrovsk,4,0,2,4.870636063296454,3.266461096270036
the evening,4,0,2,4.870636063296454,3.266461096270036
the un,4,0,2,4.870636063296454,3.266461096270036
protects us,1,0,2,2.838383592165478,3.262530900988528
assistance to,2,0,2,2.918236928212105,3.2597254400738156
gratitude to,2,0,2,2.918236928212105,3.2597254400738156
necessary to,2,0,2,2.918236928212105,3.2597254400738156
to say,4,0,2,4.860140430404835,3.2594300743750093
your arrival,2,0,2,5.048695800033373,3.257325919955803
